4019240103929471|12|28|000
4019240197518755|12|28|000
4019240187743879|12|28|000
4019240135748908|12|28|000
4019240191539815|12|28|000
4019240184124250|12|28|000
4019240121006512|12|28|000
4019240173648125|12|28|000
4019240185088518|12|28|000
4019240108300932|12|28|000
4019240105468400|12|28|000
4019240100862733|12|28|000
4019240145627592|12|28|000
4019240187377239|12|28|000
4019240130602575|12|28|000
4019240169934581|12|28|000
4019240103926205|12|28|000
4019240164832709|12|28|000
4019240101744058|12|28|000
4019240102034607|12|28|000
4019240109953707|12|28|000
4019240173900789|12|28|000
4019240151664326|12|28|000
4019240147476956|12|28|000
4019240140334720|12|28|000
4019240190477900|12|28|000
4019240154182984|12|28|000
4019240130160579|12|28|000
4019240157042763|12|28|000
4019240196938483|12|28|000
4019240160741949|12|28|000
4019240155352262|12|28|000
4019240145289234|12|28|000
4019240194268638|12|28|000
4019240139645986|12|28|000
4019240106368141|12|28|000
4019240152848788|12|28|000
4019240196005052|12|28|000
4019240158374714|12|28|000
4019240152472521|12|28|000
4019240162734114|12|28|000
4019240144453790|12|28|000
4019240180544312|12|28|000
4019240141246949|12|28|000
4019240146864832|12|28|000
4019240160610215|12|28|000
4019240191535784|12|28|000
4019240127381355|12|28|000
4019240106073799|12|28|000
4019240172795663|12|28|000
4019240101334731|12|28|000
4019240133205883|12|28|000
4019240178454056|12|28|000
4019240159589526|12|28|000
4019240170148518|12|28|000
4019240197461770|12|28|000
4019240197677921|12|28|000
4019240120489832|12|28|000
4019240193938346|12|28|000
4019240102138835|12|28|000
4019240112680202|12|28|000
4019240141864842|12|28|000
4019240113624183|12|28|000
4019240118014037|12|28|000
4019240120360444|12|28|000
4019240135697785|12|28|000
4019240193881799|12|28|000
4019240127138574|12|28|000
4019240177860653|12|28|000
4019240135043189|12|28|000
4019240141865869|12|28|000
4019240107328040|12|28|000
4019240174587279|12|28|000
4019240132774163|12|28|000
4019240146125276|12|28|000
4019240135151935|12|28|000
4019240145576487|12|28|000
4019240161403633|12|28|000
4019240112135025|12|28|000
4019240115493328|12|28|000
4019240128325762|12|28|000
4019240151595721|12|28|000
4019240167249861|12|28|000
4019240157881927|12|28|000
4019240159829198|12|28|000
4019240178319220|12|28|000
4019240164481712|12|28|000
4019240128382940|12|28|000
4019240148929154|12|28|000
4019240169477708|12|28|000
4019240178071380|12|28|000
4019240113788390|12|28|000
4019240164229611|12|28|000
4019240159665818|12|28|000
4019240140085222|12|28|000
4019240154703635|12|28|000
4019240196676693|12|28|000
4019240128645177|12|28|000
4019240160241016|12|28|000
4019240174874164|12|28|000
4019240125456108|12|28|000
4019240183054443|12|28|000
4019240118393298|12|28|000
4019240155854005|12|28|000
4019240129087009|12|28|000
4019240162835639|12|28|000
4019240172896153|12|28|000
4019240132218773|12|28|000
4019240123572362|12|28|000
4019240183508739|12|28|000
4019240152657868|12|28|000
4019240141528911|12|28|000
4019240181001101|12|28|000
4019240138977094|12|28|000
4019240189960158|12|28|000
4019240191387319|12|28|000
4019240111704439|12|28|000
4019240156940955|12|28|000
4019240134772214|12|28|000
4019240196447183|12|28|000
4019240109776855|12|28|000
4019240189229146|12|28|000
4019240107408515|12|28|000
4019240155873235|12|28|000
4019240117210521|12|28|000
4019240175359030|12|28|000
4019240120111696|12|28|000
4019240117678269|12|28|000
4019240184115750|12|28|000
4019240156282773|12|28|000
4019240174810688|12|28|000
4019240105716026|12|28|000
4019240192783273|12|28|000
4019240101404157|12|28|000
4019240126613106|12|28|000
4019240162115578|12|28|000
4019240145964753|12|28|000
4019240101970302|12|28|000
4019240175812200|12|28|000
4019240110824944|12|28|000
4019240179699941|12|28|000
4019240187780800|12|28|000
4019240167444258|12|28|000
4019240195819791|12|28|000
4019240155138539|12|28|000
4019240171911343|12|28|000
4019240179812079|12|28|000
4019240196184885|12|28|000
4019240173429521|12|28|000
4019240139209261|12|28|000
4019240108464943|12|28|000
4019240172898375|12|28|000
4019240172367082|12|28|000
4019240168506153|12|28|000
4019240118633467|12|28|000
4019240172853396|12|28|000
4019240138235868|12|28|000
4019240123192889|12|28|000
4019240108155607|12|28|000
4019240145811810|12|28|000
4019240119741044|12|28|000
4019240113735483|12|28|000
4019240196515698|12|28|000
4019240101445899|12|28|000
4019240194244209|12|28|000
4019240188402940|12|28|000
4019240162278508|12|28|000
4019240134805331|12|28|000
4019240179134169|12|28|000
4019240109268654|12|28|000
4019240123781582|12|28|000
4019240140067705|12|28|000
4019240130058510|12|28|000
4019240180405588|12|28|000
4019240127364766|12|28|000
4019240175253554|12|28|000
4019240166878175|12|28|000
4019240172847233|12|28|000
4019240144815338|12|28|000
4019240111775718|12|28|000
4019240131680578|12|28|000
4019240190196866|12|28|000
4019240168243491|12|28|000
4019240195625777|12|28|000
4019240167109771|12|28|000
4019240186723394|12|28|000
4019240185800481|12|28|000
4019240169434461|12|28|000
4019240192096523|12|28|000
4019240134348567|12|28|000
4019240140547395|12|28|000
4019240122576887|12|28|000
4019240140982912|12|28|000
4019240182736218|12|28|000
4019240161813566|12|28|000
4019240175151977|12|28|000
4019240198572266|12|28|000
4019240192080923|12|28|000
4019240140858600|12|28|000
4019240125562671|12|28|000
